year,opening_rank,closing_rank,category,college,branch
2024-25,24876,21737,General,"Faculty Of Technology(Sfi),
Dharmsinh Desai University, Nadiad","INSTRUMENTATION &
CONTROL ENGINEERING"
2024-25,2021,664,General,"Faculty Of Technology(Sfi),
Dharmsinh Desai University, Nadiad",Information Technology
2024-25,22038,6228,General,"Faculty Of Technology(Sfi),
Dharmsinh Desai University, Nadiad",Mechanical Engineering
2024-25,32435,5666,General,"Faculty of Engineering & Technology-
GLS University, Ahmedabad",Computer Science
2024-25,33103,31962,General,"Faculty of Technology, CEPT
University, Ahmedabad",Civil Engineering
2024-25,13487,1848,General,"G.H.Patel College Of Engg. & Tech. ,
V. V. Nagar",Computer Engineering
2024-25,15313,2916,General,"G.H.Patel College Of Engg. & Tech. ,
V. V. Nagar",Computer Science
2024-25,12904,4652,General,"G.H.Patel College Of Engg. & Tech. ,
V. V. Nagar",Computer Science
2024-25,50324,20100,General,"G.H.Patel College Of Engg. & Tech. ,
V. V. Nagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,17430,7922,General,"G.H.Patel College Of Engg. & Tech. ,
V. V. Nagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,19876,2870,General,"G.H.Patel College Of Engg. & Tech. ,
V. V. Nagar",Information Technology
2024-25,39339,12745,General,"GIDC Degree Engineering College,
Abrama, Navsari",Computer Engineering
2024-25,50218,9894,General,"GYANMANJARI INSTITUTE OF
TECHNOLOGY Bhavnagar",Computer Engineering
2024-25,39789,35718,General,"GYANMANJARI INSTITUTE OF
TECHNOLOGY Bhavnagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,39506,7990,General,"Gandhinagar Institute Of Technology,
Moti Bhoyan, Kalol, Gandhinagar",Computer Science
2024-25,38572,8316,General,"Gandhinagar Institute Of Technology,
Moti Bhoyan, Kalol, Gandhinagar",Computer Science
2024-25,31327,23215,General,"Gandhinagar Institute Of Technology,
Moti Bhoyan, Kalol, Gandhinagar",Computer Science
2024-25,37489,8281,General,"Ganpat University, Institute of
Computer Tech., Kherva, Mehsana","Ganpat University, Institute of
Computer Tech., Kherva, Mehsana"
2024-25,20742,8159,General,"Ganpat University, Institute of
Computer Tech., Kherva, Mehsana","Ganpat University, Institute of
Computer Tech., Kherva, Mehsana"
2024-25,50238,10508,General,"Ganpat University, U.V.Patel College
of Engineering, Kherva, Mehsana",Computer Engineering
2024-25,39653,13729,General,"Ganpat University, U.V.Patel College
of Engineering, Kherva, Mehsana",Computer Engineering
2024-25,36547,11944,General,"Ganpat University, U.V.Patel College
of Engineering, Kherva, Mehsana",FOOD TECHNOLOGY
2024-25,39753,17625,General,"Ganpat University, U.V.Patel College
of Engineering, Kherva, Mehsana","Ganpat University, Institute of
Computer Tech., Kherva, Mehsana"
2024-25,33927,19478,General,"Ganpat University, U.V.Patel College
of Engineering, Kherva, Mehsana","Ganpat University, Institute of
Computer Tech., Kherva, Mehsana"
2024-25,50415,11113,General,"Ganpat University, U.V.Patel College
of Engineering, Kherva, Mehsana",Information Technology
2024-25,903645,105168,General,"Government Engineering College,
Bharuch",Chemical Engineering
2024-25,928126,975642,General,"Government Engineering College,
Bharuch",Civil Engineering
2024-25,901225,34897,General,"Government Engineering College,
Bharuch",Computer Engineering
2024-25,904907,140772,General,"Government Engineering College,
Bharuch","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,908083,223748,General,"Government Engineering College,
Bharuch",Electrical Engineering
2024-25,908835,243355,General,"Government Engineering College,
Bharuch",Mechanical Engineering
2024-25,911257,309765,General,"Government Engineering College,
Bhavnagar",Civil Engineering
2024-25,900563,16383,General,"Government Engineering College,
Bhavnagar",Computer Engineering
2024-25,903793,109903,General,"Government Engineering College,
Bhavnagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,902235,63145,General,"Government Engineering College,
Bhavnagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,901283,36567,General,"Government Engineering College,
Bhavnagar",Information Technology
2024-25,50084,990390,General,"Government Engineering College,
Bhavnagar",Mechanical Engineering
2024-25,50012,931865,General,"Government Engineering College,
Bhuj",Chemical Engineering
2024-25,990173,786816,General,"Government Engineering College,
Bhuj",Civil Engineering
2024-25,39877,990322,General,"Government Engineering College,
Bhuj",Electrical Engineering
2024-25,926753,891690,General,"Government Engineering College,
Bhuj",MINING ENGINEERING
2024-25,50365,990412,General,"Government Engineering College,
Bhuj",Mechanical Engineering
2024-25,40028,932390,General,"Government Engineering College,
Dahod",Civil Engineering
2024-25,903433,99259,General,"Government Engineering College,
Dahod",Computer Engineering
2024-25,906161,174030,General,"Government Engineering College,
Dahod","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,38381,932302,General,"Government Engineering College,
Dahod",Electrical Engineering
2024-25,39258,930431,General,"Government Engineering College,
Dahod",Mechanical Engineering
2024-25,39088,931750,General,"Government Engineering College,
Godhra",Civil Engineering
2024-25,39771,931394,General,"Government Engineering College,
Godhra",Electrical Engineering
2024-25,38484,990374,General,"Government Engineering College,
Godhra",Mechanical Engineering
2024-25,38222,930610,General,"Government Engineering College,
Modasa",AUTOMOBILE ENGINEERING
2024-25,39746,932480,General,"Government Engineering College,
Modasa",Civil Engineering
2024-25,902068,58456,General,"Government Engineering College,
Modasa",Computer Engineering
2024-25,906291,177587,General,"Government Engineering College,
Modasa","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,50577,990294,General,"Government Engineering College,
Modasa",Electrical Engineering
2024-25,905753,163301,General,"Government Engineering College,
Modasa",Information Technology
2024-25,39732,932180,General,"Government Engineering College,
Modasa",Mechanical Engineering
2024-25,990007,186333,General,"Government Engineering College,
Palanpur",Civil Engineering
2024-25,903117,89249,General,"Government Engineering College,
Palanpur",Computer Engineering
2024-25,990118,634916,General,"Government Engineering College,
Palanpur",Electrical Engineering
2024-25,38640,990420,General,"Government Engineering College,
Palanpur",Mechanical Engineering
2024-25,990046,415293,General,"Government Engineering College,
Patan",Civil Engineering
2024-25,902865,82316,General,"Government Engineering College,
Patan",Computer Science
2024-25,907565,211147,General,"Government Engineering College,
Patan","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,38370,932488,General,"Government Engineering College,
Patan",Electrical Engineering
2024-25,50609,990266,General,"Government Engineering College,
Patan",Mechanical Engineering
2024-25,908569,236183,General,"Government Engineering College,
Rajkot",Civil Engineering
2024-25,901329,37735,General,"Government Engineering College,
Rajkot",Computer Engineering
2024-25,904458,128724,General,"Government Engineering College,
Rajkot","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,906734,189196,General,"Government Engineering College,
Rajkot",Electrical Engineering
2024-25,39221,930695,General,"Government Engineering College,
Rajkot","INSTRUMENTATION &
CONTROL ENGINEERING"
2024-25,901620,45271,General,"Government Engineering College,
Rajkot",Mechanical Engineering
2024-25,905745,163111,General,"Government Engineering College,
Rajkot",Mechanical Engineering
2024-25,908729,240828,General,"Government Engineering College,
Rajkot",Mechanical Engineering
2024-25,50550,990318,General,"Government Engineering College,
Sector 28 Gandhinagar",BIOMEDICAL ENGINEERING
2024-25,904622,133305,General,"Government Engineering College,
Sector 28 Gandhinagar",Civil Engineering
2024-25,901418,40322,General,"Government Engineering College,
Sector 28 Gandhinagar",Computer Engineering
2024-25,902322,65813,General,"Government Engineering College,
Sector 28 Gandhinagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,904500,129923,General,"Government Engineering College,
Sector 28 Gandhinagar",Electrical Engineering
2024-25,903310,94898,General,"Government Engineering College,
Sector 28 Gandhinagar","INSTRUMENTATION &
CONTROL ENGINEERING"
2024-25,901534,43355,General,"Government Engineering College,
Sector 28 Gandhinagar",Information Technology
2024-25,38449,930649,General,"Government Engineering College,
Sector 28 Gandhinagar",METALLURGY
2024-25,901564,44125,General,"Government Engineering College,
Sector 28 Gandhinagar",METALLURGY
2024-25,903439,99512,General,"Government Engineering College,
Sector 28 Gandhinagar",Mechanical Engineering
2024-25,906880,193176,General,"Government Engineering College,
Valsad",Chemical Engineering
2024-25,39657,932187,General,"Government Engineering College,
Valsad",Civil Engineering
2024-25,909563,262570,General,"Government Engineering College,
Valsad",Electrical Engineering
2024-25,914192,391359,General,"Government Engineering College,
Valsad",Mechanical Engineering
2024-25,50263,12258,General,"Gujarat Power Engg. And Res. Inst.
(Gperi) (Ppp), Mevad, Mehsana",Computer Engineering
2024-25,9863,3152,General,"Gujarat Technological University
School of Engineering and
Technology, Chandkheda Ahmedabad",Computer Engineering
2024-25,19857,8376,General,"Gujarat Technological University
School of Engineering and
Technology, Chandkheda Ahmedabad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,5109,1389,General,INFORMATION TECHNOLOGY,Information Technology
2024-25,39900,7392,General,"Indus Institute Of Tech. & Engg.,
Racharda, Ahmedabad",Computer Engineering
2024-25,50604,9842,General,"Indus Institute Of Tech. & Engg.,
Racharda, Ahmedabad",Computer Science
2024-25,50481,9294,General,"Indus Institute Of Tech. & Engg.,
Racharda, Ahmedabad",Information Technology
2024-25,5827,825,General,"Institute Of Technology, Nirma
University Of Science & Technology,
Ahmedabad",Chemical Engineering
2024-25,545,174,General,"Institute Of Technology, Nirma
University Of Science & Technology,
Ahmedabad",Civil Engineering
2024-25,20153,1310,General,"Institute Of Technology, Nirma
University Of Science & Technology,
Ahmedabad",Civil Engineering
2024-25,2530,102,General,"Institute Of Technology, Nirma
University Of Science & Technology,
Ahmedabad",Computer Science
2024-25,10618,388,General,"Institute Of Technology, Nirma
University Of Science & Technology,
Ahmedabad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,6789,1595,General,"Institute Of Technology, Nirma
University Of Science & Technology,
Ahmedabad","ELECTRONICS &
INSTRUMENTATION
ENGINEERING"
2024-25,11105,2033,General,"Institute Of Technology, Nirma
University Of Science & Technology,
Ahmedabad",Electrical Engineering
2024-25,21876,702,General,"Institute Of Technology, Nirma
University Of Science & Technology,
Ahmedabad",Mechanical Engineering
2024-25,39128,7697,General,"Institute of Advanced Research,
Gandhinagar",Computer Engineering
2024-25,50350,7874,General,"Institute of Advanced Research,
Gandhinagar",Information Technology
2024-25,990082,547396,General,"Institute of Infrastructure, Tech.,
Research & Management (IITRAM),
Maninagar, Ahmedabad",Civil Engineering
2024-25,9137,1229,General,"Institute of Infrastructure, Tech.,
Research & Management (IITRAM),
Maninagar, Ahmedabad",Computer Engineering
2024-25,33618,35296,General,"Institute of Infrastructure, Tech.,
Research & Management (IITRAM),
Maninagar, Ahmedabad",Electrical Engineering
2024-25,38559,25938,General,"Institute of Infrastructure, Tech.,
Research & Management (IITRAM),
Maninagar, Ahmedabad",Mechanical Engineering
2024-25,50591,16722,General,"JG University - School of Engineering,
Ahmedabad",Mechanical Engineering
2024-25,50165,16749,General,"JG University - School of Engineering,
Ahmedabad",Mechanical Engineering
2024-25,50522,13386,General,"Krishna School of Emerging
Technology & Applied Research
(Formerly Known as Babaria Institute",Computer Science
2024-25,50622,18268,General,"Krishna School of Technology,
Varnama, Vadodara",Computer Engineering
2024-25,50028,19919,General,"Krishna School of Technology,
Varnama, Vadodara",FOOD TECHNOLOGY
2024-25,904764,137079,General,"L.D.College Of Engineering,
Ahmedabad",AUTOMOBILE ENGINEERING
2024-25,903884,112480,General,"L.D.College Of Engineering,
Ahmedabad",BIOMEDICAL ENGINEERING
2024-25,901859,52628,General,"L.D.College Of Engineering,
Ahmedabad",Chemical Engineering
2024-25,902821,80782,General,"L.D.College Of Engineering,
Ahmedabad",Civil Engineering
2024-25,900646,18957,General,"L.D.College Of Engineering,
Ahmedabad",Computer Engineering
2024-25,900961,27720,General,"L.D.College Of Engineering,
Ahmedabad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,902748,78638,General,"L.D.College Of Engineering,
Ahmedabad","ENVIRONMENTAL
ENGINEERING"
2024-25,901549,43739,General,"L.D.College Of Engineering,
Ahmedabad",Electrical Engineering
2024-25,902764,79129,General,"L.D.College Of Engineering,
Ahmedabad","INSTRUMENTATION &
CONTROL ENGINEERING"
2024-25,900154,5251,General,"L.D.College Of Engineering,
Ahmedabad",Information Technology
2024-25,900852,24855,General,"L.D.College Of Engineering,
Ahmedabad",Mechanical Engineering
2024-25,901774,49832,General,"L.D.College Of Engineering,
Ahmedabad",Mechanical Engineering
2024-25,990137,684372,General,"L.D.College Of Engineering,
Ahmedabad",PLASTIC TECHNOLOGY
2024-25,900987,28235,General,"L.D.College Of Engineering,
Ahmedabad",PLASTIC TECHNOLOGY
2024-25,906307,177846,General,"L.D.College Of Engineering,
Ahmedabad",RUBBER TECHNOLOGY
2024-25,990075,516862,General,"L.D.College Of Engineering,
Ahmedabad",TEXTILE TECHNOLOGY
2024-25,33800,6289,General,"L.D.R.P. Institute Of Tech. &
Research., Gandhinagar",Computer Engineering
2024-25,38472,6906,General,"L.D.R.P. Institute Of Tech. &
Research., Gandhinagar",Information Technology
2024-25,14935,932380,General,"L.E.College ,Morbi",Chemical Engineering
2024-25,38080,931723,General,"L.E.College ,Morbi",Civil Engineering
2024-25,990182,811920,General,"L.E.College ,Morbi",Electrical Engineering
2024-25,905309,150809,General,"L.E.College ,Morbi",Information Technology
2024-25,33992,931523,General,"L.E.College ,Morbi",Mechanical Engineering
2024-25,12133,4231,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Engineering
2024-25,50013,6457,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Engineering
2024-25,36601,8893,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Science
2024-25,12823,4241,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Science
2024-25,19093,4665,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Science
2024-25,19723,4980,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Science
2024-25,13043,4679,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Science
2024-25,25994,5844,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Science
2024-25,50640,6078,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Computer Science
2024-25,33542,30535,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,24379,4533,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Information Technology
2024-25,27339,24865,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Information Technology
2024-25,38789,5409,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Information Technology
2024-25,18928,5180,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Information Technology
2024-25,32292,6053,General,"L.J. Institute Of Engg And Tech.,
Ahmedabad",Information Technology
2024-25,39277,17902,General,"Laxmi Institute Of Technology,
Sarigam, Valsad",Computer Science
2024-25,39885,16815,General,"Laxmi Institute Of Technology,
Sarigam, Valsad",Information Technology
2024-25,902071,58509,General,MECHANICAL ENGINEERING,Mechanical Engineering
2024-25,18352,9607,General,MECHANICAL ENGINEERING,Mechanical Engineering
2024-25,36019,8774,General,"Madhuben & Bhanubhai Patel
Institute of Technology, New
V.V.Nagar",Computer Engineering
2024-25,50590,10869,General,"Madhuben & Bhanubhai Patel
Institute of Technology, New
V.V.Nagar",Information Technology
2024-25,50506,4706,General,"Marwadi Education Foundation's
Group of Institutions - Faculty of
Engineering & Technology, Rajkot",Computer Science
2024-25,50040,8037,General,"Marwadi Education Foundation's
Group of Institutions - Faculty of
Engineering & Technology, Rajkot",Computer Science
2024-25,38356,7077,General,"Marwadi Education Foundation's
Group of Institutions - Faculty of
Engineering & Technology, Rajkot",Computer Science
2024-25,22458,4069,General,"Marwadi Education Foundation's
Group of Institutions - Faculty of
Engineering & Technology, Rajkot","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,32036,4411,General,"New L.J. Institute of Engineering &
Technology",Computer Science
2024-25,18838,5117,General,"New L.J. Institute of Engineering &
Technology",Computer Science
2024-25,27253,5400,General,"New L.J. Institute of Engineering &
Technology",Computer Science
2024-25,39614,7074,General,"P.P. Savani School of Engineering,
P.P. Savani University, Kosamba",Computer Engineering
2024-25,18798,4111,General,"P.P. Savani School of Engineering,
P.P. Savani University, Kosamba",Computer Science
2024-25,50496,8949,General,"P.P. Savani School of Engineering,
P.P. Savani University, Kosamba",Computer Science
2024-25,33801,10532,General,"P.P. Savani School of Engineering,
P.P. Savani University, Kosamba",Computer Science
2024-25,37918,8234,General,"P.P. Savani School of Engineering,
P.P. Savani University, Kosamba",Information Technology
2024-25,50457,13836,General,"P.P. Savani School of Engineering,
P.P. Savani University, Kosamba",Information Technology
2024-25,990117,634243,General,PRODUCTION ENGINEERING,PRODUCTION ENGINEERING
2024-25,39955,10293,General,"Pacific School Of Engineering, Surat",Computer Engineering
2024-25,902243,63393,General,"Pandit Deendayal Energy University
,Gandhinagar",Chemical Engineering
2024-25,906020,170237,General,"Pandit Deendayal Energy University
,Gandhinagar",Civil Engineering
2024-25,900043,2146,General,"Pandit Deendayal Energy University
,Gandhinagar",Computer Engineering
2024-25,900809,23770,General,"Pandit Deendayal Energy University
,Gandhinagar",Computer Science
2024-25,901646,46223,General,"Pandit Deendayal Energy University
,Gandhinagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,903107,88943,General,"Pandit Deendayal Energy University
,Gandhinagar",Electrical Engineering
2024-25,910457,288202,General,"Pandit Deendayal Energy University
,Gandhinagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,902091,59112,General,"Pandit Deendayal Energy University
,Gandhinagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,901270,36315,General,"Pandit Deendayal Energy University
,Gandhinagar",Mechanical Engineering
2024-25,904627,133429,General,"Pandit Deendayal Energy University
,Gandhinagar",Mechanical Engineering
2024-25,39602,17906,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara",AERONAUTICAL ENGINEERING
2024-25,39116,24112,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara",AERONAUTICAL ENGINEERING
2024-25,50317,14247,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara",Computer Science
2024-25,50105,19263,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara",Computer Science
2024-25,33452,27128,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara",Computer Science
2024-25,36517,29590,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara",Computer Science
2024-25,32980,28616,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara",Computer Science
2024-25,39897,23554,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara",Computer Science
2024-25,35539,32974,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,34893,11791,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,37934,39575,General,"Parul Institute of Engineering &
Technology, Waghodia, Vadodara","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,39165,22773,General,"Parul Institute of Technology,
Waghodia, Vadodara",Computer Science
2024-25,39604,26229,General,"Parul Institute of Technology,
Waghodia, Vadodara",Computer Science
2024-25,30814,18235,General,"Parul Institute of Technology,
Waghodia, Vadodara","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,28258,21365,General,"Parul Institute of Technology,
Waghodia, Vadodara",FOOD TECHNOLOGY
2024-25,30976,10662,General,"R.K. University - School of
Engineering, Rajkot",Information Technology
2024-25,33353,11485,General,"R.N.G. Patel Institute of Technology-
RNGPIT , Bardoli",Computer Science
2024-25,39784,26559,General,"R.N.G. Patel Institute of Technology-
RNGPIT , Bardoli",Electrical Engineering
2024-25,39937,13241,General,"R.N.G. Patel Institute of Technology-
RNGPIT , Bardoli",Information Technology
2024-25,39856,13490,General,"S.S.AGRAWAL INSTITUTE OF
ENGINEERING & TECHNOLOGY
NAVSARI",Computer Engineering
2024-25,50231,8960,General,"SAL ENGINEERING &TECHNICAL
INSTITUTE, SOLA, AHMEDABAD",Computer Engineering
2024-25,50546,10829,General,"SAL ENGINEERING &TECHNICAL
INSTITUTE, SOLA, AHMEDABAD",Computer Science
2024-25,50382,10959,General,"SAL ENGINEERING &TECHNICAL
INSTITUTE, SOLA, AHMEDABAD",Information Technology
2024-25,50567,12931,General,"SARDAR PATEL COLLEGE OF
ENGINEERING, BAKROL ANAND",Information Technology
2024-25,50569,16412,General,"SARDAR VALLABHBHAI GLOBAL
University - UCP Institute of
Technology, Ahmedabad",Computer Science
2024-25,50491,8823,General,"SCHOOL OF TECHNOLOGY, GSFC
UNIVERSITY, VADODARA",Chemical Engineering
2024-25,21987,9389,General,"SCHOOL OF TECHNOLOGY, GSFC
UNIVERSITY, VADODARA",Computer Science
2024-25,50487,5858,General,"SHREE SWAMINARAYAN INSTITUTE
OF TECHNOLOGY, BHAT,
GANDHINAGAR",Computer Science
2024-25,50006,10333,General,"SHREE SWAMINARAYAN INSTITUTE
OF TECHNOLOGY, BHAT,
GANDHINAGAR",Information Technology
2024-25,50344,8903,General,"Sal College Of Engineering ,
Ahmedabad",Computer Engineering
2024-25,50485,10448,General,"Sal College Of Engineering ,
Ahmedabad",Information Technology
2024-25,50632,9545,General,"Sal Institute Of Tech. & Engg.
Research, Ahmedabad",Computer Engineering
2024-25,32386,11158,General,"Sal Institute Of Tech. & Engg.
Research, Ahmedabad",Computer Science
2024-25,39739,10166,General,"Sal Institute Of Tech. & Engg.
Research, Ahmedabad",Computer Science
2024-25,50444,14469,General,"Sankalchand Patel College Of Engg.,
Visnagar",Computer Engineering
2024-25,39950,17748,General,"Sankalchand Patel College Of Engg.,
Visnagar",Information Technology
2024-25,50351,6537,General,"Sardar Vallabhbhai Patel Institute Of
Tech.,Vasad",AERONAUTICAL ENGINEERING
2024-25,17031,5281,General,"Sardar Vallabhbhai Patel Institute Of
Tech.,Vasad",Computer Engineering
2024-25,23162,8712,General,"Sardar Vallabhbhai Patel Institute Of
Tech.,Vasad",Computer Science
2024-25,38260,13322,General,"Sardar Vallabhbhai Patel Institute Of
Tech.,Vasad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,26533,6976,General,"Sardar Vallabhbhai Patel Institute Of
Tech.,Vasad",Information Technology
2024-25,29529,1336,General,"Sarvajanik College Of Engg. & Tech. ,
Surat",Computer Engineering
2024-25,15642,5402,General,"Sarvajanik College Of Engg. & Tech. ,
Surat","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,36134,50634,General,"Sarvajanik College Of Engg. & Tech. ,
Surat",Electrical Engineering
2024-25,50242,12464,General,"Sarvajanik College Of Engg. & Tech. ,
Surat","INSTRUMENTATION &
CONTROL ENGINEERING"
2024-25,12531,3091,General,"Sarvajanik College Of Engg. & Tech. ,
Surat",Information Technology
2024-25,12069,2456,General,"Sarvajanik College Of Engg. & Tech. ,
Surat",Information Technology
2024-25,39745,50336,General,"Sarvajanik College Of Engg. & Tech. ,
Surat",Mechanical Engineering
2024-25,29287,11273,General,"School of Engineering and
Technology, Navrachana University,
Vadodara",Computer Science
2024-25,990097,591822,General,"Shantilal Shah Engineering College
,Bhavnagar",Civil Engineering
2024-25,39567,990408,General,"Shantilal Shah Engineering College
,Bhavnagar",Electrical Engineering
2024-25,902924,83932,General,"Shantilal Shah Engineering College
,Bhavnagar",Information Technology
2024-25,922394,675045,General,"Shantilal Shah Engineering College
,Bhavnagar",Mechanical Engineering
2024-25,34424,13684,General,"Shri Sadvidhya Mandal Institute Of
Tech., Bharuch",Computer Science
2024-25,50494,15849,General,"Shri Sadvidhya Mandal Institute Of
Tech., Bharuch",Information Technology
2024-25,35436,15582,General,"Shri Sitaram N Patel Inst. Of Tech. &
Res. (Vidhyabharti Trust), Umrakh",Computer Science
2024-25,50095,14975,General,"Shri Sitaram N Patel Inst. Of Tech. &
Res. (Vidhyabharti Trust), Umrakh",Information Technology
2024-25,16992,6853,General,"Shri Swami Atmanand Saraswati
Institute Of Tech., Surat",Computer Engineering
2024-25,32220,14489,General,"Shri Swami Atmanand Saraswati
Institute Of Tech., Surat","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,23242,8087,General,"Shri Swami Atmanand Saraswati
Institute Of Tech., Surat",Information Technology
2024-25,39390,17272,General,"Shroff S.R.Rotary Inst. Of Chemical
Technology, Vatatia,Bharuch","Shroff S.R.Rotary Inst. Of Chemical
Technology, Vatatia,Bharuch"
2024-25,50167,17221,General,"Shroff S.R.Rotary Inst. Of Chemical
Technology, Vatatia,Bharuch","Shroff S.R.Rotary Inst. Of Chemical
Technology, Vatatia,Bharuch"
2024-25,25953,22049,General,"Shroff S.R.Rotary Inst. Of Chemical
Technology, Vatatia,Bharuch","Shroff S.R.Rotary Inst. Of Chemical
Technology, Vatatia,Bharuch"
2024-25,50566,13156,General,"Shroff S.R.Rotary Inst. Of Chemical
Technology, Vatatia,Bharuch","Shroff S.R.Rotary Inst. Of Chemical
Technology, Vatatia,Bharuch"
2024-25,30182,28205,General,"Sigma Institute Of Engg., Bakrol",Computer Engineering
2024-25,33304,29897,General,"Silver Oak College Of Engg., & Tech.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), Ahmedabad",Computer Engineering
2024-25,50312,20075,General,"Silver Oak College Of Engg., & Tech.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), Ahmedabad",Computer Engineering
2024-25,32565,23456,General,"Silver Oak College Of Engg., & Tech.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), Ahmedabad",Computer Science
2024-25,50041,16259,General,"Silver Oak College Of Engg., & Tech.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), Ahmedabad",Computer Science
2024-25,38953,20445,General,"Silver Oak College Of Engg., & Tech.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), Ahmedabad",Computer Science
2024-25,33130,27125,General,"Silver Oak College Of Engg., & Tech.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), Ahmedabad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,50393,12245,General,"Unitedworld Institute of Technology,
Uvarsad, Gandhinagar",Computer Science
2024-25,50520,18189,General,"Unitedworld Institute of Technology,
Uvarsad, Gandhinagar",Computer Science
2024-25,40005,13485,General,"Unitedworld Institute of Technology,
Uvarsad, Gandhinagar",Computer Science
2024-25,38878,13691,General,"Unitedworld Institute of Technology,
Uvarsad, Gandhinagar",Computer Science
2024-25,38986,18814,General,"Unitedworld Institute of Technology,
Uvarsad, Gandhinagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,35821,13868,General,"Unitedworld Institute of Technology,
Uvarsad, Gandhinagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,36611,4320,General,"V.V.P. Engineering College, Rajkot",Computer Engineering
2024-25,33144,25030,General,"V.V.P. Engineering College, Rajkot","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,38498,6332,General,"V.V.P. Engineering College, Rajkot",Information Technology
2024-25,30407,34819,General,"Vidhyadeep Institute of Engineering
& Technology, Anita(Kim), Surat",Chemical Engineering
2024-25,903464,100013,General,"Vishwakarma Government
Engineering College,
Chandkheda,Gandhinagar",Chemical Engineering
2024-25,903497,100791,General,"Vishwakarma Government
Engineering College,
Chandkheda,Gandhinagar",Civil Engineering
2024-25,900227,7152,General,"Vishwakarma Government
Engineering College,
Chandkheda,Gandhinagar",Computer Engineering
2024-25,900955,27593,General,"Vishwakarma Government
Engineering College,
Chandkheda,Gandhinagar",Computer Science
